"Freetown, Sierra Leone","A (Supertropical), W (Monsoon), A2 (Very Hot Summer)","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)","A (Supertropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Funchal, Madeira (PT)","B (Tropical), M (Mediterranean), A1 (Hot Summer)","B (Tropical), M (Mediterranean), B2 (Mild Summer)","B (Tropical), M (Mediterranean), A2 (Very Hot Summer)"
"Fuzhou, China","C (Subtropical), H (Humid), A2 (Very Hot Summer)","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Gaborone, Botswana","B (Tropical), D (Arid Desert), A2 (Very Hot Summer)","B (Tropical), H (Humid), A1 (Hot Summer)","B (Tropical), M (Mediterranean), Z1 (Scorching Hot Summer)"
"Gateway, AK","E (Continental), B1 (Cold Summer)","A (Supertropical), W (Monsoon), Z1 (Scorching Hot Summer)","Z (Ultratropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Gatineau, QC","E (Continental), H (Humid), A1 (Hot Summer)","D (Temperate), G (Semihumid), B2 (Mild Summer)","D (Temperate), S (Semiarid), A2 (Very Hot Summer)"
"George Town, Cayman Islands (UK)","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)","B (Tropical), D (Arid Desert), Z2 (Hyperthermal Summer)","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Georgetown, Guyana","A (Supertropical), H (Humid), A2 (Very Hot Summer)","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)","A (Supertropical), W (Monsoon), Z1 (Scorching Hot Summer)"
"Gibraltar, Gibraltar (UK)","B (Tropical), M (Mediterranean), A1 (Hot Summer)","B (Tropical), H (Humid), B2 (Mild Summer)","B (Tropical), W (Monsoon), A2 (Very Hot Summer)"
"Gitega, Burundi","B (Tropical), G (Semihumid), B2 (Mild Summer)","C (Subtropical), S (Semiarid), Z1 (Scorching Hot Summer)","B (Tropical), S (Semiarid), A2 (Very Hot Summer)"
"Grand Forks, ND","E (Continental), G (Semihumid), A1 (Hot Summer)","D (Temperate), G (Semihumid), B2 (Mild Summer)","D (Temperate), S (Semiarid), A2 (Very Hot Summer)"
"Guangzhou–Foshan, China","B (Tropical), W (Monsoon), A2 (Very Hot Summer)","B (Tropical), D (Arid Desert), A2 (Very Hot Summer)","B (Tropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Guatemala City, Guatemala","B (Tropical), W (Monsoon), A1 (Hot Summer)","B (Tropical), M (Mediterranean), A1 (Hot Summer)","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Gujrat, Pakistan","B (Tropical), S (Semiarid), Z1 (Scorching Hot Summer)","B (Tropical), G (Semihumid), A2 (Very Hot Summer)","B (Tropical), S (Semiarid), Z2 (Hyperthermal Summer)"
"Hagåtña, Guam (US)","A (Supertropical), H (Humid), A2 (Very Hot Summer)","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Halifax, NS","D (Temperate), H (Humid), B2 (Mild Summer)","D (Temperate), S (Semiarid), A1 (Hot Summer)","C (Subtropical), H (Humid), B2 (Mild Summer)"
"Hamilton, Bermuda (UK)","B (Tropical), G (Semihumid), A1 (Hot Summer)","B (Tropical), W (Monsoon), A1 (Hot Summer)","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Hamilton, ON","D (Temperate), H (Humid), A1 (Hot Summer)","D (Temperate), H (Humid), A1 (Hot Summer)","C (Subtropical), S (Semiarid), A2 (Very Hot Summer)"
"Hanga Roa, Easter Island (CL)","B (Tropical), G (Semihumid), A1 (Hot Summer)","B (Tropical), M (Mediterranean), A1 (Hot Summer)","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Hangzhou, China","C (Subtropical), H (Humid), A2 (Very Hot Summer)","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)","C (Subtropical), D (Arid Desert), Z2 (Hyperthermal Summer)"
"Hanoi, Vietnam","B (Tropical), W (Monsoon), A2 (Very Hot Summer)","B (Tropical), D (Arid Desert), A2 (Very Hot Summer)","B (Tropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Harare, Zimbabwe","B (Tropical), W (Monsoon), A1 (Hot Summer)","B (Tropical), D (Arid Desert), A1 (Hot Summer)","B (Tropical), G (Semihumid), A2 (Very Hot Summer)"
"Harrisburg, PA","D (Temperate), H (Humid), A1 (Hot Summer)","D (Temperate), H (Humid), A1 (Hot Summer)","C (Subtropical), S (Semiarid), A2 (Very Hot Summer)"
"Hartford, CT","D (Temperate), H (Humid), A1 (Hot Summer)","D (Temperate), H (Humid), A1 (Hot Summer)","C (Subtropical), M (Mediterranean), A2 (Very Hot Summer)"
"Havana, Cuba","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)","A (Supertropical), W (Monsoon), A2 (Very Hot Summer)","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Hay River, NT","F (Subarctic), B2 (Mild Summer)","F (Subarctic), G (Semihumid), B2 (Mild Summer)","E (Continental), S (Semiarid), A2 (Very Hot Summer)"
Heard Island and McDonald Islands,"D (Temperate), C1 (Freezing Summer)","A (Supertropical), H (Humid), A2 (Very Hot Summer)","A (Supertropical), W (Monsoon), Z2 (Hyperthermal Summer)"
"Helena, MT","D (Temperate), S (Semiarid), B2 (Mild Summer)","D (Temperate), G (Semihumid), B2 (Mild Summer)","D (Temperate), G (Semihumid), A2 (Very Hot Summer)"
"Helsinki, Finland","D (Temperate), B1 (Cold Summer)","G (Arctic), C2 (Very Cold Summer)","Z (Ultratropical), W (Monsoon), Z2 (Hyperthermal Summer)"
"Hengyang, China","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)","C (Subtropical), H (Humid), A2 (Very Hot Summer)","B (Tropical), G (Semihumid), A1 (Hot Summer)"
"Ho Chi Minh City, Vietnam","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Honiara, Solomon Islands","A (Supertropical), H (Humid), A2 (Very Hot Summer)","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Honolulu, HI","A (Supertropical), M (Mediterranean), A2 (Very Hot Summer)","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Houston, TX","B (Tropical), G (Semihumid), A2 (Very Hot Summer)","B (Tropical), M (Mediterranean), A2 (Very Hot Summer)","B (Tropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Hulunbuir, China","F (Subarctic), A1 (Hot Summer)","F (Subarctic), G (Semihumid), B2 (Mild Summer)","E (Continental), G (Semihumid), A2 (Very Hot Summer)"
"Hyderabad, India","A (Supertropical), W (Monsoon), Z1 (Scorching Hot Summer)","A (Supertropical), H (Humid), A2 (Very Hot Summer)","A (Supertropical), D (Arid Desert), Z2 (Hyperthermal Summer)"
"Igloolik, NU","F (Subarctic), Y (Frigid Summer)","A (Supertropical), H (Humid), A2 (Very Hot Summer)","A (Supertropical), W (Monsoon), Z2 (Hyperthermal Summer)"
"Indianapolis, IN","D (Temperate), H (Humid), A1 (Hot Summer)","D (Temperate), S (Semiarid), A2 (Very Hot Summer)","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)"
"Inuvik, NT","F (Subarctic), B1 (Cold Summer)","E (Continental), C1 (Freezing Summer)","Z (Ultratropical), D (Arid Desert), Z2 (Hyperthermal Summer)"
"Iqaluit, NU","F (Subarctic), C2 (Very Cold Summer)","A (Supertropical), D (Arid Desert), Z1 (Scorching Hot Summer)","A (Supertropical), W (Monsoon), X1 (Extreme Hyperthermal Summer)"
"Isachsen Research Station, NU","G (Arctic), Y (Frigid Summer)","A (Supertropical), H (Humid), A2 (Very Hot Summer)","A (Supertropical), M (Mediterranean), Z2 (Hyperthermal Summer)"
"Islamabad, Pakistan","C (Subtropical), S (Semiarid), Z1 (Scorching Hot Summer)","C (Subtropical), H (Humid), A2 (Very Hot Summer)","B (Tropical), W (Monsoon), A1 (Hot Summer)"
"Istanbul, Turkey","C (Subtropical), M (Mediterranean), A1 (Hot Summer)","C (Subtropical), H (Humid), A1 (Hot Summer)","C (Subtropical), M (Mediterranean), Z1 (Scorching Hot Summer)"
"Jackson, MS","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)","C (Subtropical), W (Monsoon), A2 (Very Hot Summer)","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Jacksonville, FL","B (Tropical), G (Semihumid), A2 (Very Hot Summer)","B (Tropical), M (Mediterranean), A2 (Very Hot Summer)","B (Tropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Jakarta, Indonesia","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Jamestown, St Helena (UK)","B (Tropical), M (Mediterranean), A1 (Hot Summer)","B (Tropical), G (Semihumid), B2 (Mild Summer)","B (Tropical), M (Mediterranean), A2 (Very Hot Summer)"
"Jefferson City, MO","D (Temperate), G (Semihumid), A2 (Very Hot Summer)","D (Temperate), G (Semihumid), A2 (Very Hot Summer)","C (Subtropical), H (Humid), A2 (Very Hot Summer)"
"Jerusalem, Israel","C (Subtropical), M (Mediterranean), A1 (Hot Summer)","C (Subtropical), G (Semihumid), A1 (Hot Summer)","C (Subtropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Johannesburg–Pretoria, South Africa","B (Tropical), W (Monsoon), A1 (Hot Summer)","B (Tropical), M (Mediterranean), A1 (Hot Summer)","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Juba, South Sudan","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)","A (Supertropical), G (Semihumid), A1 (Hot Summer)","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Juneau, AK","D (Temperate), B1 (Cold Summer)","F (Subarctic), C2 (Very Cold Summer)","Z (Ultratropical), D (Arid Desert), X1 (Extreme Hyperthermal Summer)"
"Kabul, Afghanistan","D (Temperate), M (Mediterranean), A1 (Hot Summer)","D (Temperate), G (Semihumid), A1 (Hot Summer)","C (Subtropical), G (Semihumid), A1 (Hot Summer)"
"Kalifornsky, AK","E (Continental), B1 (Cold Summer)","A (Supertropical), D (Arid Desert), Z2 (Hyperthermal Summer)","Z (Ultratropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Kampala, Uganda","A (Supertropical), G (Semihumid), A1 (Hot Summer)","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)","B (Tropical), D (Arid Desert), X1 (Extreme Hyperthermal Summer)"
"Kansas City, MO–KS","D (Temperate), G (Semihumid), A2 (Very Hot Summer)","C (Subtropical), H (Humid), B1 (Cold Summer)","C (Subtropical), H (Humid), A2 (Very Hot Summer)"
"Karachi, Pakistan","A (Supertropical), D (Arid Desert), Z1 (Scorching Hot Summer)","A (Supertropical), H (Humid), A2 (Very Hot Summer)","A (Supertropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Kathmandu, Nepal","B (Tropical), W (Monsoon), A1 (Hot Summer)","B (Tropical), S (Semiarid), A1 (Hot Summer)","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Kenai, AK","E (Continental), B1 (Cold Summer)","A (Supertropical), G (Semihumid), Z1 (Scorching Hot Summer)","Z (Ultratropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Ketchikan, AK","D (Temperate), B1 (Cold Summer)","A (Supertropical), G (Semihumid), Z1 (Scorching Hot Summer)","Z (Ultratropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Khartoum, Sudan","A (Supertropical), D (Arid Desert), Z1 (Scorching Hot Summer)","A (Supertropical), H (Humid), A2 (Very Hot Summer)","A (Supertropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Kigali, Rwanda","B (Tropical), G (Semihumid), A1 (Hot Summer)","B (Tropical), W (Monsoon), A1 (Hot Summer)","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Kingston, Jamaica","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)","A (Supertropical), W (Monsoon), A2 (Very Hot Summer)","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Kingstown, Saint Vincent and the Grenadines","A (Supertropical), H (Humid), A2 (Very Hot Summer)","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Kinshasa, DR Congo","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Knik-Fairview, AK","D (Temperate), B1 (Cold Summer)","D (Temperate), C1 (Freezing Summer)","Z (Ultratropical), H (Humid), Z1 (Scorching Hot Summer)"
"Kolkata, India","B (Tropical), W (Monsoon), Z1 (Scorching Hot Summer)","B (Tropical), G (Semihumid), A2 (Very Hot Summer)","B (Tropical), W (Monsoon), Z2 (Hyperthermal Summer)"
"Kota, India","B (Tropical), W (Monsoon), Z2 (Hyperthermal Summer)","B (Tropical), H (Humid), A2 (Very Hot Summer)","B (Tropical), G (Semihumid), Z2 (Hyperthermal Summer)"
"Kralendijk, Bonaire (NL)","A (Supertropical), D (Arid Desert), A2 (Very Hot Summer)","B (Tropical), W (Monsoon), Z1 (Scorching Hot Summer)","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)"
"Krasnoyarsk, Russia","E (Continental), G (Semihumid), B2 (Mild Summer)","E (Continental), S (Semiarid), A1 (Hot Summer)","D (Temperate), S (Semiarid), A1 (Hot Summer)"
"Kuala Lumpur, Malaysia","A (Supertropical), H (Humid), A2 (Very Hot Summer)","A (Supertropical), H (Humid), A2 (Very Hot Summer)","A (Supertropical), W (Monsoon), Z1 (Scorching Hot Summer)"
"Kyiv, Ukraine","D (Temperate), G (Semihumid), B2 (Mild Summer)","D (Temperate), G (Semihumid), B2 (Mild Summer)","D (Temperate), G (Semihumid), A2 (Very Hot Summer)"
"Lagos, Nigeria","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Lahore, Pakistan","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)","B (Tropical), G (Semihumid), A2 (Very Hot Summer)","B (Tropical), S (Semiarid), Z2 (Hyperthermal Summer)"
"Lansing, MI","D (Temperate), H (Humid), A1 (Hot Summer)","D (Temperate), H (Humid), A1 (Hot Summer)","C (Subtropical), M (Mediterranean), A2 (Very Hot Summer)"
"Las Vegas–Henderson–Paradise, NV","C (Subtropical), D (Arid Desert), Z1 (Scorching Hot Summer)","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)","B (Tropical), M (Mediterranean), A1 (Hot Summer)"
"Laval, QC","D (Temperate), H (Humid), A1 (Hot Summer)","D (Temperate), H (Humid), A1 (Hot Summer)","C (Subtropical), S (Semiarid), A2 (Very Hot Summer)"
"Lethbridge, AB","D (Temperate), S (Semiarid), B2 (Mild Summer)","D (Temperate), G (Semihumid), B2 (Mild Summer)","D (Temperate), G (Semihumid), A2 (Very Hot Summer)"
"Libreville, Gabon","A (Supertropical), H (Humid), A2 (Very Hot Summer)","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)","A (Supertropical), W (Monsoon), Z1 (Scorching Hot Summer)"
"Lilongwe, Malawi","B (Tropical), W (Monsoon), A1 (Hot Summer)","B (Tropical), M (Mediterranean), A1 (Hot Summer)","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Lima, Peru","B (Tropical), D (Arid Desert), A1 (Hot Summer)","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)","B (Tropical), M (Mediterranean), A2 (Very Hot Summer)"
"Lincoln, NE","D (Temperate), G (Semihumid), A2 (Very Hot Summer)","D (Temperate), G (Semihumid), A2 (Very Hot Summer)","C (Subtropical), H (Humid), A2 (Very Hot Summer)"
"Lisbon, Portugal","B (Tropical), M (Mediterranean), A1 (Hot Summer)","B (Tropical), D (Arid Desert), A1 (Hot Summer)","B (Tropical), W (Monsoon), A2 (Very Hot Summer)"
"Little Rock, AR","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Ljubljana, Slovenia","C (Subtropical), H (Humid), A1 (Hot Summer)","C (Subtropical), D (Arid Desert), A2 (Very Hot Summer)","C (Subtropical), W (Monsoon), Z1 (Scorching Hot Summer)"
"Lompoc, CA","B (Tropical), M (Mediterranean), B2 (Mild Summer)","C (Subtropical), H (Humid), A2 (Very Hot Summer)","B (Tropical), H (Humid), A1 (Hot Summer)"
"Lomé, Togo","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)","B (Tropical), W (Monsoon), Z2 (Hyperthermal Summer)","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"London, United Kingdom","C (Subtropical), G (Semihumid), B2 (Mild Summer)","C (Subtropical), S (Semiarid), A1 (Hot Summer)","C (Subtropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Longnan, China","C (Subtropical), W (Monsoon), A1 (Hot Summer)","C (Subtropical), H (Humid), A1 (Hot Summer)","C (Subtropical), M (Mediterranean), Z1 (Scorching Hot Summer)"
"Longueuil, QC","D (Temperate), H (Humid), A1 (Hot Summer)","D (Temperate), H (Humid), A1 (Hot Summer)","C (Subtropical), S (Semiarid), A2 (Very Hot Summer)"
"Longyearbyen, Svalbard & Jan Mayen (NO)","E (Continental), C1 (Freezing Summer)","A (Supertropical), D (Arid Desert), Z1 (Scorching Hot Summer)","A (Supertropical), D (Arid Desert), X1 (Extreme Hyperthermal Summer)"
"Los Angeles, United States","B (Tropical), D (Arid Desert), A1 (Hot Summer)","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)","B (Tropical), M (Mediterranean), A2 (Very Hot Summer)"
"Louisville/Jefferson County, KY–IN","C (Subtropical), H (Humid), A2 (Very Hot Summer)","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Luanda, Angola","A (Supertropical), D (Arid Desert), A2 (Very Hot Summer)","B (Tropical), D (Arid Desert), Z2 (Hyperthermal Summer)","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Lusaka, Zambia","B (Tropical), W (Monsoon), A1 (Hot Summer)","B (Tropical), D (Arid Desert), A1 (Hot Summer)","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Lutsen, MN","E (Continental), H (Humid), B2 (Mild Summer)","E (Continental), G (Semihumid), A1 (Hot Summer)","D (Temperate), S (Semiarid), A2 (Very Hot Summer)"
"Luxembourg, Luxembourg","C (Subtropical), H (Humid), B2 (Mild Summer)","C (Subtropical), M (Mediterranean), A1 (Hot Summer)","C (Subtropical), S (Semiarid), Z1 (Scorching Hot Summer)"
Macquarie Island Research Station,"C (Subtropical), C2 (Very Cold Summer)","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)","Z (Ultratropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Madison, WI","D (Temperate), H (Humid), A1 (Hot Summer)","D (Temperate), H (Humid), A1 (Hot Summer)","C (Subtropical), S (Semiarid), A2 (Very Hot Summer)"
"Madrid, Spain","C (Subtropical), M (Mediterranean), A1 (Hot Summer)","C (Subtropical), W (Monsoon), A1 (Hot Summer)","C (Subtropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Malabo, Equatorial Guinea","A (Supertropical), H (Humid), A1 (Hot Summer)","B (Tropical), S (Semiarid), Z1 (Scorching Hot Summer)","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)"
"Managua, Nicaragua","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)","A (Supertropical), G (Semihumid), A1 (Hot Summer)","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Manama, Bahrain","A (Supertropical), D (Arid Desert), Z1 (Scorching Hot Summer)","A (Supertropical), H (Humid), A2 (Very Hot Summer)","A (Supertropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Mandalgovi, Mongolia","E (Continental), D (Arid Desert), B2 (Mild Summer)","F (Subarctic), W (Monsoon), A1 (Hot Summer)","D (Temperate), S (Semiarid), B1 (Cold Summer)"
"Manila, Philippines","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Maputo, Mozambique","B (Tropical), S (Semiarid), A2 (Very Hot Summer)","B (Tropical), D (Arid Desert), A2 (Very Hot Summer)","B (Tropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Maseru, Lesotho","C (Subtropical), S (Semiarid), A1 (Hot Summer)","C (Subtropical), M (Mediterranean), A1 (Hot Summer)","C (Subtropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Mbabane, Eswatini","B (Tropical), W (Monsoon), B2 (Mild Summer)","C (Subtropical), H (Humid), A2 (Very Hot Summer)","B (Tropical), D (Arid Desert), A2 (Very Hot Summer)"
"Meadow Lakes, AK","E (Continental), B1 (Cold Summer)","A (Supertropical), D (Arid Desert), Z2 (Hyperthermal Summer)","Z (Ultratropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Meeteetse, WY","D (Temperate), S (Semiarid), B2 (Mild Summer)","D (Temperate), G (Semihumid), B2 (Mild Summer)","D (Temperate), G (Semihumid), A2 (Very Hot Summer)"
"Melilla, Melilla (ES)","B (Tropical), D (Arid Desert), A2 (Very Hot Summer)","B (Tropical), G (Semihumid), A1 (Hot Summer)","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Memphis, TN–MS–AR","C (Subtropical), H (Humid), A2 (Very Hot Summer)","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Mexico City, Mexico","B (Tropical), W (Monsoon), B2 (Mild Summer)","C (Subtropical), D (Arid Desert), Z1 (Scorching Hot Summer)","B (Tropical), D (Arid Desert), A2 (Very Hot Summer)"
"Miami–Fort Lauderdale, FL","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Milwaukee, WI","D (Temperate), H (Humid), A1 (Hot Summer)","D (Temperate), D (Arid Desert), A2 (Very Hot Summer)","C (Subtropical), M (Mediterranean), A2 (Very Hot Summer)"
"Minneapolis–St. Paul, MN","E (Continental), G (Semihumid), A1 (Hot Summer)","D (Temperate), G (Semihumid), B2 (Mild Summer)","D (Temperate), S (Semiarid), A2 (Very Hot Summer)"
"Minsk, Belarus","D (Temperate), H (Humid), B2 (Mild Summer)","D (Temperate), S (Semiarid), A1 (Hot Summer)","C (Subtropical), M (Mediterranean), A1 (Hot Summer)"
"Miramichi, NB","E (Continental), H (Humid), B2 (Mild Summer)","E (Continental), G (Semihumid), A1 (Hot Summer)","D (Temperate), S (Semiarid), A2 (Very Hot Summer)"
"Mississauga, ON","D (Temperate), H (Humid), A1 (Hot Summer)","D (Temperate), H (Humid), A1 (Hot Summer)","C (Subtropical), S (Semiarid), A2 (Very Hot Summer)"
"Mogadishu, Somalia","A (Supertropical), D (Arid Desert), A2 (Very Hot Summer)","B (Tropical), G (Semihumid), Z1 (Scorching Hot Summer)","A (Supertropical), W (Monsoon), A2 (Very Hot Summer)"
"Moncton, NB","D (Temperate), H (Humid), B2 (Mild Summer)","D (Temperate), H (Humid), B2 (Mild Summer)","C (Subtropical), G (Semihumid), B1 (Cold Summer)"
"Monrovia, Liberia","A (Supertropical), H (Humid), A2 (Very Hot Summer)","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)","A (Supertropical), M (Mediterranean), Z1 (Scorching Hot Summer)"
"Montevideo, Uruguay","B (Tropical), G (Semihumid), A1 (Hot Summer)","B (Tropical), W (Monsoon), A1 (Hot Summer)","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Montgomery, AL","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Montpelier, VT","D (Temperate), H (Humid), B2 (Mild Summer)","D (Temperate), S (Semiarid), A1 (Hot Summer)","C (Subtropical), M (Mediterranean), A1 (Hot Summer)"
"Montreal, QC","D (Temperate), H (Humid), A1 (Hot Summer)","D (Temperate), H (Humid), A1 (Hot Summer)","C (Subtropical), S (Semiarid), A2 (Very Hot Summer)"
"Moose Jaw, SK","E (Continental), S (Semiarid), B2 (Mild Summer)","E (Continental), G (Semihumid), B1 (Cold Summer)","D (Temperate), H (Humid), B1 (Cold Summer)"
"Moroni, Comoros","A (Supertropical), H (Humid), A2 (Very Hot Summer)","A (Supertropical), H (Humid), A2 (Very Hot Summer)","A (Supertropical), W (Monsoon), Z1 (Scorching Hot Summer)"
"Moscow, Russia","D (Temperate), H (Humid), B2 (Mild Summer)","D (Temperate), S (Semiarid), A1 (Hot Summer)","C (Subtropical), M (Mediterranean), A1 (Hot Summer)"
"Mount Pearl, NL","D (Temperate), H (Humid), B2 (Mild Summer)","D (Temperate), H (Humid), B2 (Mild Summer)","D (Temperate), S (Semiarid), Z1 (Scorching Hot Summer)"
"Mumbai, India","A (Supertropical), W (Monsoon), A2 (Very Hot Summer)","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)","A (Supertropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Muscat, Oman","A (Supertropical), D (Arid Desert), Z1 (Scorching Hot Summer)","A (Supertropical), H (Humid), A2 (Very Hot Summer)","A (Supertropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"N'Djamena, Chad","A (Supertropical), D (Arid Desert), Z1 (Scorching Hot Summer)","A (Supertropical), H (Humid), A2 (Very Hot Summer)","A (Supertropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Nagoya, Japan","C (Subtropical), H (Humid), A2 (Very Hot Summer)","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)","C (Subtropical), D (Arid Desert), Z2 (Hyperthermal Summer)"
"Nairobi, Kenya","B (Tropical), G (Semihumid), B2 (Mild Summer)","C (Subtropical), D (Arid Desert), Z1 (Scorching Hot Summer)","B (Tropical), S (Semiarid), A2 (Very Hot Summer)"
"Nashville–Davidson, TN","C (Subtropical), H (Humid), A2 (Very Hot Summer)","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)","C (Subtropical), H (Humid), Z1 (Scorching Hot Summer)"
"Nassau, Bahamas","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)","A (Supertropical), D (Arid Desert), A2 (Very Hot Summer)","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Naypyidaw, Myanmar","A (Supertropical), W (Monsoon), Z1 (Scorching Hot Summer)","A (Supertropical), H (Humid), A2 (Very Hot Summer)","A (Supertropical), H (Humid), Z1 (Scorching Hot Summer)"
"New Glasgow, NS","D (Temperate), H (Humid), B2 (Mild Summer)","D (Temperate), D (Arid Desert), A1 (Hot Summer)","C (Subtropical), M (Mediterranean), B2 (Mild Summer)"
