"Comodoro Rivadavia, Argentina","C (Subtropical), D (Arid Desert), B2 (Mild Summer)"
"Reykjavík, Iceland","C (Subtropical), H (Humid), B1 (Cold Summer)"
Edinburgh of the Seven Seas,"C (Subtropical), H (Humid), B1 (Cold Summer)"
"Adak, AK","C (Subtropical), H (Humid), B1 (Cold Summer)"
"Tórshavn, Faroe Islands (DK)","C (Subtropical), M (Mediterranean), B1 (Cold Summer)"
"Indianapolis, IN","D (Temperate), G (Semihumid), A2 (Very Hot Summer)"
"Springfield, IL","D (Temperate), G (Semihumid), A2 (Very Hot Summer)"
"Des Moines, IA","D (Temperate), G (Semihumid), A2 (Very Hot Summer)"
"Lincoln, NE","D (Temperate), G (Semihumid), A2 (Very Hot Summer)"
"Champaign, IL","D (Temperate), G (Semihumid), A2 (Very Hot Summer)"
"Seoul–Incheon, South Korea","D (Temperate), W (Monsoon), A2 (Very Hot Summer)"
"Beijing, China","D (Temperate), W (Monsoon), A2 (Very Hot Summer)"
"Tianjin, China","D (Temperate), W (Monsoon), A2 (Very Hot Summer)"
"Pyongyang, North Korea","D (Temperate), W (Monsoon), A2 (Very Hot Summer)"
"Shenyang, China","D (Temperate), W (Monsoon), A2 (Very Hot Summer)"
"Borujerd, Iran","D (Temperate), M (Mediterranean), A2 (Very Hot Summer)"
"Pierre, SD","D (Temperate), S (Semiarid), A2 (Very Hot Summer)"
"Yerevan, Armenia","D (Temperate), S (Semiarid), A2 (Very Hot Summer)"
"Bucharest, Romania","D (Temperate), S (Semiarid), A2 (Very Hot Summer)"
"Aksu City, China","D (Temperate), D (Arid Desert), A2 (Very Hot Summer)"
"Ushmola, Kazakhstan","D (Temperate), D (Arid Desert), A2 (Very Hot Summer)"
"Boston, MA–NH","D (Temperate), H (Humid), A1 (Hot Summer)"
"Cleveland, OH","D (Temperate), H (Humid), A1 (Hot Summer)"
"Buffalo, NY","D (Temperate), H (Humid), A1 (Hot Summer)"
"Augusta, ME","D (Temperate), H (Humid), A1 (Hot Summer)"
"Concord, NH","D (Temperate), H (Humid), A1 (Hot Summer)"
"Albany, NY","D (Temperate), H (Humid), A1 (Hot Summer)"
"Montpelier, VT","D (Temperate), H (Humid), A1 (Hot Summer)"
"Sarajevo, Bosnia and Herzegovina","D (Temperate), H (Humid), A1 (Hot Summer)"
"Ottawa, Canada","D (Temperate), H (Humid), A1 (Hot Summer)"
"Ottawa, ON","D (Temperate), H (Humid), A1 (Hot Summer)"
"Montreal, QC","D (Temperate), H (Humid), A1 (Hot Summer)"
"Quebec City, QC","D (Temperate), H (Humid), A1 (Hot Summer)"
"Laval, QC","D (Temperate), H (Humid), A1 (Hot Summer)"
"Gatineau, QC","D (Temperate), H (Humid), A1 (Hot Summer)"
"Longueuil, QC","D (Temperate), H (Humid), A1 (Hot Summer)"
"Halifax, NS","D (Temperate), H (Humid), A1 (Hot Summer)"
"Truro, NS","D (Temperate), H (Humid), A1 (Hot Summer)"
"New Glasgow, NS","D (Temperate), H (Humid), A1 (Hot Summer)"
"Amherst, NS","D (Temperate), H (Humid), A1 (Hot Summer)"
"Moncton, NB","D (Temperate), H (Humid), A1 (Hot Summer)"
"Saint John, NB","D (Temperate), H (Humid), A1 (Hot Summer)"
"Fredericton, NB","D (Temperate), H (Humid), A1 (Hot Summer)"
"Dieppe, NB","D (Temperate), H (Humid), A1 (Hot Summer)"
"Miramichi, NB","D (Temperate), H (Humid), A1 (Hot Summer)"
"Charlottetown, PE","D (Temperate), H (Humid), A1 (Hot Summer)"
"Duluth, MN","D (Temperate), H (Humid), A1 (Hot Summer)"
"Lutsen, MN","D (Temperate), H (Humid), A1 (Hot Summer)"
"Moscow, Russia","D (Temperate), G (Semihumid), A1 (Hot Summer)"
"Chicago, United States","D (Temperate), G (Semihumid), A1 (Hot Summer)"
"Detroit, MI","D (Temperate), G (Semihumid), A1 (Hot Summer)"
"Minneapolis–St. Paul, MN","D (Temperate), G (Semihumid), A1 (Hot Summer)"
"Milwaukee, WI","D (Temperate), G (Semihumid), A1 (Hot Summer)"
"Lansing, MI","D (Temperate), G (Semihumid), A1 (Hot Summer)"
"Madison, WI","D (Temperate), G (Semihumid), A1 (Hot Summer)"
"Sofia, Bulgaria","D (Temperate), G (Semihumid), A1 (Hot Summer)"
"Skopje, North Macedonia","D (Temperate), G (Semihumid), A1 (Hot Summer)"
"Kyiv, Ukraine","D (Temperate), G (Semihumid), A1 (Hot Summer)"
"Toronto, ON","D (Temperate), G (Semihumid), A1 (Hot Summer)"
"Mississauga, ON","D (Temperate), G (Semihumid), A1 (Hot Summer)"
"Brampton, ON","D (Temperate), G (Semihumid), A1 (Hot Summer)"
"Hamilton, ON","D (Temperate), G (Semihumid), A1 (Hot Summer)"
"Helena, MT","D (Temperate), S (Semiarid), A1 (Hot Summer)"
"Bismarck, ND","D (Temperate), S (Semiarid), A1 (Hot Summer)"
"Cheyenne, WY","D (Temperate), S (Semiarid), A1 (Hot Summer)"
"Kabul, Afghanistan","D (Temperate), S (Semiarid), A1 (Hot Summer)"
"Prague, Czech Republic","D (Temperate), S (Semiarid), A1 (Hot Summer)"
"Budapest, Hungary","D (Temperate), S (Semiarid), A1 (Hot Summer)"
"Bishkek, Kyrgyzstan","D (Temperate), S (Semiarid), A1 (Hot Summer)"
"Chișinău, Moldova","D (Temperate), S (Semiarid), A1 (Hot Summer)"
"Warsaw, Poland","D (Temperate), S (Semiarid), A1 (Hot Summer)"
"Lethbridge, AB","D (Temperate), S (Semiarid), A1 (Hot Summer)"
"Rexburg, ID","D (Temperate), S (Semiarid), A1 (Hot Summer)"
"Meeteetse, WY","D (Temperate), S (Semiarid), A1 (Hot Summer)"
"Shoshoni, WY","D (Temperate), D (Arid Desert), A1 (Hot Summer)"
"Sharistan, Afghanistan","D (Temperate), D (Arid Desert), A1 (Hot Summer)"
"Andorra la Vella, Andorra","D (Temperate), H (Humid), B2 (Mild Summer)"
"Vaduz, Liechtenstein","D (Temperate), H (Humid), B2 (Mild Summer)"
"Oslo, Norway","D (Temperate), H (Humid), B2 (Mild Summer)"
"Saint-Pierre, Saint-Pierre & Miquelon (FR)","D (Temperate), H (Humid), B2 (Mild Summer)"
"Cape Breton Regional Municipality, NS","D (Temperate), H (Humid), B2 (Mild Summer)"
"St. John's, NL","D (Temperate), H (Humid), B2 (Mild Summer)"
"Conception Bay South, NL","D (Temperate), H (Humid), B2 (Mild Summer)"
"Mount Pearl, NL","D (Temperate), H (Humid), B2 (Mild Summer)"
"Paradise, NL","D (Temperate), H (Humid), B2 (Mild Summer)"
"Corner Brook, NL","D (Temperate), H (Humid), B2 (Mild Summer)"
"Kalifornsky, AK","D (Temperate), H (Humid), B2 (Mild Summer)"
"Kenai, AK","D (Temperate), H (Humid), B2 (Mild Summer)"
"Sterling, AK","D (Temperate), H (Humid), B2 (Mild Summer)"
"Minsk, Belarus","D (Temperate), G (Semihumid), B2 (Mild Summer)"
"Tallinn, Estonia","D (Temperate), G (Semihumid), B2 (Mild Summer)"
"Helsinki, Finland","D (Temperate), G (Semihumid), B2 (Mild Summer)"
"Riga, Latvia","D (Temperate), G (Semihumid), B2 (Mild Summer)"
"Vilnius, Lithuania","D (Temperate), G (Semihumid), B2 (Mild Summer)"
"Stockholm, Sweden","D (Temperate), G (Semihumid), B2 (Mild Summer)"
"Calgary, AB","D (Temperate), G (Semihumid), B2 (Mild Summer)"
"Anchorage, AK","D (Temperate), G (Semihumid), B2 (Mild Summer)"
"Knik-Fairview, AK","D (Temperate), G (Semihumid), B2 (Mild Summer)"
"North Lakes, AK","D (Temperate), G (Semihumid), B2 (Mild Summer)"
"Meadow Lakes, AK","D (Temperate), G (Semihumid), B2 (Mild Summer)"
"Wasilla, AK","D (Temperate), G (Semihumid), B2 (Mild Summer)"
"Tanaina, AK","D (Temperate), G (Semihumid), B2 (Mild Summer)"
"Palmer, AK","D (Temperate), G (Semihumid), B2 (Mild Summer)"
"Gateway, AK","D (Temperate), G (Semihumid), B2 (Mild Summer)"
"Ketchikan, AK","D (Temperate), M (Mediterranean), B2 (Mild Summer)"
"Juneau, AK","D (Temperate), H (Humid), B1 (Cold Summer)"
"Sitka, AK","D (Temperate), H (Humid), B1 (Cold Summer)"
"Thimphu, Bhutan","D (Temperate), W (Monsoon), B1 (Cold Summer)"
"Winnipeg, MB","E (Continental), G (Semihumid), A1 (Hot Summer)"
"Brandon, MB","E (Continental), G (Semihumid), A1 (Hot Summer)"
"Steinbach, MB","E (Continental), G (Semihumid), A1 (Hot Summer)"
"Portage la Prairie, MB","E (Continental), G (Semihumid), A1 (Hot Summer)"
"Novosibirsk, Russia","E (Continental), G (Semihumid), A1 (Hot Summer)"
"Krasnoyarsk, Russia","E (Continental), G (Semihumid), A1 (Hot Summer)"
"Astana, Kazakhstan","E (Continental), S (Semiarid), A1 (Hot Summer)"
"Saskatoon, SK","E (Continental), S (Semiarid), A1 (Hot Summer)"
"Regina, SK","E (Continental), S (Semiarid), A1 (Hot Summer)"
"Prince Albert, SK","E (Continental), S (Semiarid), A1 (Hot Summer)"
"Moose Jaw, SK","E (Continental), S (Semiarid), A1 (Hot Summer)"
"Swift Current, SK","E (Continental), S (Semiarid), A1 (Hot Summer)"
"Omsk, Russia","E (Continental), S (Semiarid), A1 (Hot Summer)"
"Zhetikara, Kazakhstan","E (Continental), S (Semiarid), A1 (Hot Summer)"
"Grand Forks, ND","E (Continental), S (Semiarid), A1 (Hot Summer)"
"Mandalgovi, Mongolia","E (Continental), D (Arid Desert), A1 (Hot Summer)"
"Thunder Bay, ON","E (Continental), H (Humid), B2 (Mild Summer)"
"Edmonton, AB","E (Continental), G (Semihumid), B2 (Mild Summer)"
"Red Deer, AB","E (Continental), G (Semihumid), B2 (Mild Summer)"
"St. Albert, AB","E (Continental), G (Semihumid), B2 (Mild Summer)"
"Bethel, AK","E (Continental), G (Semihumid), B1 (Cold Summer)"
"West Taijinar Lake, China","E (Continental), D (Arid Desert), B1 (Cold Summer)"
"Hulunbuir, China","F (Subarctic), W (Monsoon), A1 (Hot Summer)"
"Thompson, MB","F (Subarctic), G (Semihumid), B2 (Mild Summer)"
"Yellowknife, NT","F (Subarctic), G (Semihumid), B2 (Mild Summer)"
"Hay River, NT","F (Subarctic), G (Semihumid), B2 (Mild Summer)"
"Inuvik, NT","F (Subarctic), G (Semihumid), B2 (Mild Summer)"
"Fort Smith, NT","F (Subarctic), G (Semihumid), B2 (Mild Summer)"
"Behchoko, NT","F (Subarctic), G (Semihumid), B2 (Mild Summer)"
"Fort Simpson, NT","F (Subarctic), G (Semihumid), B2 (Mild Summer)"
"Norman Wells, NT","F (Subarctic), G (Semihumid), B2 (Mild Summer)"
"Ulaanbaatar, Mongolia","F (Subarctic), W (Monsoon), B2 (Mild Summer)"
"Bulgan, Mongolia","F (Subarctic), W (Monsoon), B2 (Mild Summer)"
"Fort Providence, NT","F (Subarctic), S (Semiarid), B2 (Mild Summer)"
"Fort Good Hope, NT","F (Subarctic), S (Semiarid), B2 (Mild Summer)"
"Fairbanks, AK","F (Subarctic), S (Semiarid), B2 (Mild Summer)"
"Badger, AK","F (Subarctic), S (Semiarid), B2 (Mild Summer)"
"College, AK","F (Subarctic), S (Semiarid), B2 (Mild Summer)"
"Steele Creek, AK","F (Subarctic), S (Semiarid), B2 (Mild Summer)"
"Chena Ridge, AK","F (Subarctic), S (Semiarid), B2 (Mild Summer)"
"Coral Harbour, NU","F (Subarctic), H (Humid), B1 (Cold Summer)"
"Rankin Inlet, NU","F (Subarctic), G (Semihumid), B1 (Cold Summer)"
"Arviat, NU","F (Subarctic), G (Semihumid), B1 (Cold Summer)"
"Baker Lake, NU","F (Subarctic), G (Semihumid), B1 (Cold Summer)"
"Prudhoe Bay, AK","F (Subarctic), W (Monsoon), B1 (Cold Summer)"
"Tuktoyaktuk, NT","F (Subarctic), S (Semiarid), B1 (Cold Summer)"
"Cambridge Bay, NU","F (Subarctic), S (Semiarid), B1 (Cold Summer)"
"Tuktoyaktuk, NT","F (Subarctic), S (Semiarid), B1 (Cold Summer)"
"Yakutsk, Russia","G (Arctic), A1 (Hot Summer)"
